object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of random class 1,Probability of random class 2,Radii of the object_0,Radii of the object_1,Radii of the object_2,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Principal components of the object_4,Principal components of the object_5,Principal components of the object_6,Principal components of the object_7,Principal components of the object_8,Size in pixels,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Minimum_2,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Maximum_2,Center of the object_0,Center of the object_1,Center of the object_2
319,3,59,0,random class 2,0.47,0.53,2.6332924,2.346304,1.7157412,-0.107284725,0.9434822,0.31357816,0.16938354,-0.2934428,0.940851,0.9796934,0.15405391,-0.12832844,451.0,28.0,3.0,19.0,38.0,11.0,30.0,32.350334,6.503326,25.381374
320,3,60,0,random class 2,0.19,0.81,4.606006,2.589085,1.4896051,0.22348867,-0.08802703,-0.97072345,-0.9733069,-0.073506795,-0.21741772,0.05221614,-0.99340224,0.102105245,674.0,50.0,38.0,19.0,59.0,56.0,30.0,53.505936,47.127598,25.569733
321,3,61,0,random class 1,0.89,0.11,3.2961159,1.8123752,1.3301865,-0.08316593,-0.8533942,0.5145889,-0.6424511,-0.34882987,-0.6823301,0.7618005,-0.38734478,-0.5192533,299.0,115.0,59.0,19.0,123.0,70.0,30.0,118.652176,64.96321,25.571907
322,3,62,0,random class 2,0.4,0.6,3.9952545,2.3270092,1.3761276,-0.17432208,0.11483383,-0.9779698,0.97218525,-0.13769856,-0.18945964,0.15642141,0.98379487,0.08763586,508.0,79.0,35.0,20.0,87.0,51.0,30.0,82.33268,41.612206,25.63189
323,3,63,0,random class 1,0.52,0.48,2.9269564,1.7481346,1.4777006,0.04143345,0.9916015,-0.122513995,-0.5724054,0.12406009,0.81053144,0.8189233,0.036544558,0.5727383,330.0,128.0,65.0,20.0,135.0,75.0,30.0,131.09091,69.951515,25.30303
324,3,64,0,random class 1,0.52,0.48,4.258973,1.8324478,1.1575273,-0.9453401,-0.18478532,-0.2686754,-0.23347397,-0.1916455,0.95329005,0.22764444,-0.963912,-0.13802762,357.0,46.0,6.0,21.0,62.0,13.0,30.0,54.588234,9.37535,26.310925
325,3,65,0,random class 2,0.46,0.54,3.7432182,2.3619993,2.0883875,0.8242535,0.5573497,0.09983716,0.54612267,-0.8291014,0.11975366,0.14951979,-0.04418404,-0.98777103,508.0,40.0,59.0,21.0,55.0,73.0,30.0,46.464565,64.30118,26.385826
326,3,66,0,random class 1,0.77,0.23,3.0725224,2.2751749,0.9392135,-0.83718413,-0.53529036,0.112191305,-0.3300166,0.33084163,-0.8841,0.4361327,-0.77717954,-0.4536301,262.0,109.0,71.0,21.0,121.0,78.0,30.0,115.137405,74.07633,25.851145
327,3,67,0,random class 1,0.75,0.25,2.1281471,1.7612579,1.6561025,0.46131778,0.6388314,-0.61569506,-0.365491,-0.49550053,-0.78796923,0.80845666,-0.58853525,-0.0049039098,274.0,6.0,56.0,22.0,14.0,63.0,30.0,9.40146,59.233578,26.18613
328,3,68,0,random class 1,0.74,0.26,2.339689,2.1288495,1.3280599,-0.7864298,0.6174491,0.016872793,0.51365584,0.66891396,-0.53731906,-0.34305364,-0.41389692,-0.8432103,273.0,109.0,45.0,23.0,119.0,55.0,30.0,113.190475,49.981686,27.054945
329,3,69,0,random class 1,0.77,0.23,2.9042907,1.766549,1.2617112,0.9241854,-0.08330639,0.37274837,0.3629633,0.495384,-0.78920996,0.11890735,-0.8646703,-0.48806384,262.0,20.0,59.0,23.0,32.0,67.0,30.0,25.698473,62.694656,26.935114
330,3,70,0,random class 1,0.52,0.48,5.485902,1.9204955,1.4470879,-0.8043491,0.5259194,-0.27646205,0.5941387,0.7083039,-0.38118857,-0.004655301,-0.4708655,-0.88219273,454.0,60.0,60.0,23.0,77.0,74.0,30.0,68.312775,66.89868,27.07489
331,3,71,0,random class 1,0.53,0.47,4.352834,1.9406226,1.4303609,0.13278514,-0.91809434,-0.373458,-0.98842174,-0.09474899,-0.11851188,0.073420316,0.38487065,-0.9200457,346.0,77.0,59.0,23.0,86.0,75.0,30.0,81.96821,68.2052,27.156069
332,3,72,0,random class 2,0.49,0.51,3.1143384,1.4441954,0.8693302,0.029274574,0.3395315,0.940139,0.99835825,-0.056256857,-0.010770253,-0.049232427,-0.9389108,0.340621,158.0,146.0,30.0,24.0,150.0,43.0,30.0,148.03165,35.94304,27.405064
333,3,73,0,random class 1,0.6,0.4,2.2258873,1.5487386,1.3885187,-0.05020259,-0.9356493,0.34934244,-0.96524435,-0.044372413,-0.2575547,0.25648203,-0.35013074,-0.90090257,200.0,138.0,71.0,24.0,145.0,80.0,30.0,140.68,75.535,26.985
334,3,74,0,random class 1,0.53,0.47,1.6252857,1.0196463,0.66681015,0.04784787,-0.24151862,-0.9692158,-0.98704135,-0.16022456,-0.008801561,0.15316644,-0.95707726,0.24605528,48.0,0.0,57.0,26.0,3.0,64.0,30.0,0.625,60.0625,27.854166
335,3,75,0,random class 2,0.42,0.58,1.4907719,1.2754494,0.927118,-0.98906934,0.12673849,0.07536045,-0.110970646,-0.97634834,0.18555157,0.09709457,0.17516057,0.9797405,77.0,32.0,68.0,26.0,38.0,74.0,30.0,34.766235,70.233765,28.012987
336,3,76,0,random class 2,0.4,0.6,2.3622851,2.1135774,0.6354562,-0.8374996,-0.5464227,0.0040723253,0.543114,-0.8315614,0.11633044,-0.060179207,0.09963843,0.9932022,110.0,59.0,76.0,26.0,69.0,85.0,30.0,63.545456,80.48182,28.427273
337,3,77,0,random class 2,0.49,0.51,1.4455351,1.0758662,0.7928699,0.12895563,0.99029756,0.05178,0.9906319,-0.13101338,0.038522225,-0.04493234,-0.046327263,0.99791527,55.0,123.0,48.0,27.0,128.0,54.0,30.0,125.34545,50.763638,28.2
338,3,78,0,random class 2,0.43,0.57,1.8031343,1.0369487,0.670516,-0.85929906,-0.5095494,0.044323254,0.51134497,-0.85779405,0.052112613,0.011466274,0.067444794,0.9976571,56.0,18.0,68.0,27.0,25.0,74.0,30.0,21.125,70.23214,28.392857
339,3,79,0,random class 2,0.43,0.57,1.1052377,0.68417627,0.44392702,-0.9772501,0.21070775,0.02417498,-0.20998126,-0.94519395,-0.25003257,-0.029833758,-0.24942067,0.96793556,16.0,7.0,0.0,28.0,12.0,3.0,30.0,9.25,0.625,28.6875
340,3,80,0,random class 1,0.6,0.4,1.9510846,0.9380402,0.47529066,0.2222761,0.97394586,0.044976156,0.97424054,-0.22367103,0.028750483,0.038061276,0.03742705,-0.99857426,41.0,25.0,23.0,28.0,29.0,32.0,30.0,26.414635,26.414635,28.634146
341,3,81,0,random class 1,0.6,0.4,2.3410685,1.6454941,0.45097744,-0.878116,-0.4771165,-0.035666823,-0.47842702,0.87494045,0.074744724,-0.004455595,0.08269851,-0.9965646,70.0,96.0,78.0,28.0,105.0,86.0,30.0,99.41428,81.58572,28.671429
